 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 10.0000  0.0000 16.0000 16.0000
      3200 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1   0  -5  -2 1 1 1
      2   1  -5  -2 1 1 1
      3   2  -5  -2 1 1 1
      4   3  -5  -2 1 1 1
      5   4  -5  -2 1 1 1
      6   5  -5  -2 1 1 1
      7   6  -5  -2 1 1 1
      8   7  -5  -2 1 1 1
      9   0  -5  -1 1 1 1
     10   1  -5  -1 1 1 1
     11   2  -5  -1 1 1 1
     12   3  -5  -1 1 1 1
     13   4  -5  -1 1 1 1
     14   5  -5  -1 1 1 1
     15   6  -5  -1 1 1 1
     16   7  -5  -1 1 1 1
     17   0  -5   0 1 1 1
     18   1  -5   0 1 1 1
     19   2  -5   0 1 1 1
     20   3  -5   0 1 1 1
     21   4  -5   0 1 1 1
     22   5  -5   0 1 1 1
     23   6  -5   0 1 1 1
     24   7  -5   0 1 1 1
     25   0  -5   1 1 1 1
     26   1  -5   1 1 1 1
     27   2  -5   1 1 1 1
     28   3  -5   1 1 1 1
     29   4  -5   1 1 1 1
     30   5  -5   1 1 1 1
     31   6  -5   1 1 1 1
     32   7  -5   1 1 1 1
     33   0  -4  -4 1 1 1
     34   1  -4  -4 1 1 1
     35   2  -4  -4 1 1 1
     36   3  -4  -4 1 1 1
     37   4  -4  -4 1 1 1
     38   5  -4  -4 1 1 1
     39   6  -4  -4 1 1 1
     40   7  -4  -4 1 1 1
     41   0  -4  -3 1 1 1
     42   1  -4  -3 1 1 1
     43   2  -4  -3 1 1 1
     44   3  -4  -3 1 1 1
     45   4  -4  -3 1 1 1
     46   5  -4  -3 1 1 1
     47   6  -4  -3 1 1 1
     48   7  -4  -3 1 1 1
     49   0  -4  -2 1 1 1
     50   1  -4  -2 1 1 1
     51   2  -4  -2 1 1 1
     52   3  -4  -2 1 1 1
     53   4  -4  -2 1 1 1
     54   5  -4  -2 1 1 1
     55   6  -4  -2 1 1 1
     56   7  -4  -2 1 1 1
     57   0  -4  -1 1 1 1
     58   1  -4  -1 1 1 1
     59   2  -4  -1 1 1 1
     60   3  -4  -1 1 1 1
     61   4  -4  -1 1 1 1
     62   5  -4  -1 1 1 1
     63   6  -4  -1 1 1 1
     64   7  -4  -1 1 1 1
     65   0  -4   0 1 1 1
     66   1  -4   0 1 1 1
     67   2  -4   0 1 1 1
     68   3  -4   0 1 1 1
     69   4  -4   0 1 1 1
     70   5  -4   0 1 1 1
     71   6  -4   0 1 1 1
     72   7  -4   0 1 1 1
     73   0  -4   1 1 1 1
     74   1  -4   1 1 1 1
     75   2  -4   1 1 1 1
     76   3  -4   1 1 1 1
     77   4  -4   1 1 1 1
     78   5  -4   1 1 1 1
     79   6  -4   1 1 1 1
     80   7  -4   1 1 1 1
     81   0  -4   2 1 1 1
     82   1  -4   2 1 1 1
     83   2  -4   2 1 1 1
     84   3  -4   2 1 1 1
     85   4  -4   2 1 1 1
     86   5  -4   2 1 1 1
     87   6  -4   2 1 1 1
     88   7  -4   2 1 1 1
     89   0  -4   3 1 1 1
     90   1  -4   3 1 1 1
     91   2  -4   3 1 1 1
     92   3  -4   3 1 1 1
     93   4  -4   3 1 1 1
     94   5  -4   3 1 1 1
     95   6  -4   3 1 1 1
     96   7  -4   3 1 1 1
     97   0  -3  -4 1 1 1
     98   1  -3  -4 1 1 1
     99   2  -3  -4 1 1 1
    100   3  -3  -4 1 1 1
    101   4  -3  -4 1 1 1
    102   5  -3  -4 1 1 1
    103   6  -3  -4 1 1 1
    104   7  -3  -4 1 1 1
    105   0  -3  -3 1 1 1
    106   1  -3  -3 1 1 1
    107   2  -3  -3 1 1 1
    108   3  -3  -3 1 1 1
    109   4  -3  -3 1 1 1
    110   5  -3  -3 1 1 1
    111   6  -3  -3 1 1 1
    112   7  -3  -3 1 1 1
    113   0  -3  -2 1 1 1
    114   1  -3  -2 1 1 1
    115   2  -3  -2 1 1 1
    116   3  -3  -2 1 1 1
    117   4  -3  -2 1 1 1
    118   5  -3  -2 1 1 1
    119   6  -3  -2 1 1 1
    120   7  -3  -2 1 1 1
    121   0  -3  -1 1 1 1
    122   1  -3  -1 1 1 1
    123   2  -3  -1 1 1 1
    124   3  -3  -1 1 1 1
    125   4  -3  -1 1 1 1
    126   5  -3  -1 1 1 1
    127   6  -3  -1 1 1 1
    128   7  -3  -1 1 1 1
    129   0  -3   0 1 1 1
    130   1  -3   0 1 1 1
    131   2  -3   0 1 1 1
    132   3  -3   0 1 1 1
    133   4  -3   0 1 1 1
    134   5  -3   0 1 1 1
    135   6  -3   0 1 1 1
    136   7  -3   0 1 1 1
    137   0  -3   1 1 1 1
    138   1  -3   1 1 1 1
    139   2  -3   1 1 1 1
    140   3  -3   1 1 1 1
    141   4  -3   1 1 1 1
    142   5  -3   1 1 1 1
    143   6  -3   1 1 1 1
    144   7  -3   1 1 1 1
    145   0  -3   2 1 1 1
    146   1  -3   2 1 1 1
    147   2  -3   2 1 1 1
    148   3  -3   2 1 1 1
    149   4  -3   2 1 1 1
    150   5  -3   2 1 1 1
    151   6  -3   2 1 1 1
    152   7  -3   2 1 1 1
    153   0  -3   3 1 1 1
    154   1  -3   3 1 1 1
    155   2  -3   3 1 1 1
    156   3  -3   3 1 1 1
    157   4  -3   3 1 1 1
    158   5  -3   3 1 1 1
    159   6  -3   3 1 1 1
    160   7  -3   3 1 1 1
    161   0  -2  -5 1 1 1
    162   1  -2  -5 1 1 1
    163   2  -2  -5 1 1 1
    164   3  -2  -5 1 1 1
    165   4  -2  -5 1 1 1
    166   5  -2  -5 1 1 1
    167   6  -2  -5 1 1 1
    168   7  -2  -5 1 1 1
    169   0  -2  -4 1 1 1
    170   1  -2  -4 1 1 1
    171   2  -2  -4 1 1 1
    172   3  -2  -4 1 1 1
    173   4  -2  -4 1 1 1
    174   5  -2  -4 1 1 1
    175   6  -2  -4 1 1 1
    176   7  -2  -4 1 1 1
    177   0  -2  -3 1 1 1
    178   1  -2  -3 1 1 1
    179   2  -2  -3 1 1 1
    180   3  -2  -3 1 1 1
    181   4  -2  -3 1 1 1
    182   5  -2  -3 1 1 1
    183   6  -2  -3 1 1 1
    184   7  -2  -3 1 1 1
    185   0  -2  -2 1 1 1
    186   1  -2  -2 1 1 1
    187   2  -2  -2 1 1 1
    188   3  -2  -2 1 1 1
    189   4  -2  -2 1 1 1
    190   5  -2  -2 1 1 1
    191   6  -2  -2 1 1 1
    192   7  -2  -2 1 1 1
    193   0  -2  -1 1 1 1
    194   1  -2  -1 1 1 1
    195   2  -2  -1 1 1 1
    196   3  -2  -1 1 1 1
    197   4  -2  -1 1 1 1
    198   5  -2  -1 1 1 1
    199   6  -2  -1 1 1 1
    200   7  -2  -1 1 1 1
    201   0  -2   0 1 1 1
    202   1  -2   0 1 1 1
    203   2  -2   0 1 1 1
    204   3  -2   0 1 1 1
    205   4  -2   0 1 1 1
    206   5  -2   0 1 1 1
    207   6  -2   0 1 1 1
    208   7  -2   0 1 1 1
    209   0  -2   1 1 1 1
    210   1  -2   1 1 1 1
    211   2  -2   1 1 1 1
    212   3  -2   1 1 1 1
    213   4  -2   1 1 1 1
    214   5  -2   1 1 1 1
    215   6  -2   1 1 1 1
    216   7  -2   1 1 1 1
    217   0  -2   2 1 1 1
    218   1  -2   2 1 1 1
    219   2  -2   2 1 1 1
    220   3  -2   2 1 1 1
    221   4  -2   2 1 1 1
    222   5  -2   2 1 1 1
    223   6  -2   2 1 1 1
    224   7  -2   2 1 1 1
    225   0  -2   3 1 1 1
    226   1  -2   3 1 1 1
    227   2  -2   3 1 1 1
    228   3  -2   3 1 1 1
    229   4  -2   3 1 1 1
    230   5  -2   3 1 1 1
    231   6  -2   3 1 1 1
    232   7  -2   3 1 1 1
    233   0  -2   4 1 1 1
    234   1  -2   4 1 1 1
    235   2  -2   4 1 1 1
    236   3  -2   4 1 1 1
    237   4  -2   4 1 1 1
    238   5  -2   4 1 1 1
    239   6  -2   4 1 1 1
    240   7  -2   4 1 1 1
    241   0  -1  -5 1 1 1
    242   1  -1  -5 1 1 1
    243   2  -1  -5 1 1 1
    244   3  -1  -5 1 1 1
    245   4  -1  -5 1 1 1
    246   5  -1  -5 1 1 1
    247   6  -1  -5 1 1 1
    248   7  -1  -5 1 1 1
    249   0  -1  -4 1 1 1
    250   1  -1  -4 1 1 1
    251   2  -1  -4 1 1 1
    252   3  -1  -4 1 1 1
    253   4  -1  -4 1 1 1
    254   5  -1  -4 1 1 1
    255   6  -1  -4 1 1 1
    256   7  -1  -4 1 1 1
    257   0  -1  -3 1 1 1
    258   1  -1  -3 1 1 1
    259   2  -1  -3 1 1 1
    260   3  -1  -3 1 1 1
    261   4  -1  -3 1 1 1
    262   5  -1  -3 1 1 1
    263   6  -1  -3 1 1 1
    264   7  -1  -3 1 1 1
    265   0  -1  -2 1 1 1
    266   1  -1  -2 1 1 1
    267   2  -1  -2 1 1 1
    268   3  -1  -2 1 1 1
    269   4  -1  -2 1 1 1
    270   5  -1  -2 1 1 1
    271   6  -1  -2 1 1 1
    272   7  -1  -2 1 1 1
    273   0  -1  -1 1 1 1
    274   1  -1  -1 1 1 1
    275   2  -1  -1 1 1 1
    276   3  -1  -1 1 1 1
    277   4  -1  -1 1 1 1
    278   5  -1  -1 1 1 1
    279   6  -1  -1 1 1 1
    280   7  -1  -1 1 1 1
    281   0  -1   0 1 1 1
    282   1  -1   0 1 1 1
    283   2  -1   0 1 1 1
    284   3  -1   0 1 1 1
    285   4  -1   0 1 1 1
    286   5  -1   0 1 1 1
    287   6  -1   0 1 1 1
    288   7  -1   0 1 1 1
    289   0  -1   1 1 1 1
    290   1  -1   1 1 1 1
    291   2  -1   1 1 1 1
    292   3  -1   1 1 1 1
    293   4  -1   1 1 1 1
    294   5  -1   1 1 1 1
    295   6  -1   1 1 1 1
    296   7  -1   1 1 1 1
    297   0  -1   2 1 1 1
    298   1  -1   2 1 1 1
    299   2  -1   2 1 1 1
    300   3  -1   2 1 1 1
    301   4  -1   2 1 1 1
    302   5  -1   2 1 1 1
    303   6  -1   2 1 1 1
    304   7  -1   2 1 1 1
    305   0  -1   3 1 1 1
    306   1  -1   3 1 1 1
    307   2  -1   3 1 1 1
    308   3  -1   3 1 1 1
    309   4  -1   3 1 1 1
    310   5  -1   3 1 1 1
    311   6  -1   3 1 1 1
    312   7  -1   3 1 1 1
    313   0  -1   4 1 1 1
    314   1  -1   4 1 1 1
    315   2  -1   4 1 1 1
    316   3  -1   4 1 1 1
    317   4  -1   4 1 1 1
    318   5  -1   4 1 1 1
    319   6  -1   4 1 1 1
    320   7  -1   4 1 1 1
    321   0   0  -5 1 1 1
    322   1   0  -5 1 1 1
    323   2   0  -5 1 1 1
    324   3   0  -5 1 1 1
    325   4   0  -5 1 1 1
    326   5   0  -5 1 1 1
    327   6   0  -5 1 1 1
    328   7   0  -5 1 1 1
    329   0   0  -4 1 1 1
    330   1   0  -4 1 1 1
    331   2   0  -4 1 1 1
    332   3   0  -4 1 1 1
    333   4   0  -4 1 1 1
    334   5   0  -4 1 1 1
    335   6   0  -4 1 1 1
    336   7   0  -4 1 1 1
    337   0   0  -3 1 1 1
    338   1   0  -3 1 1 1
    339   2   0  -3 1 1 1
    340   3   0  -3 1 1 1
    341   4   0  -3 1 1 1
    342   5   0  -3 1 1 1
    343   6   0  -3 1 1 1
    344   7   0  -3 1 1 1
    345   0   0  -2 1 1 1
    346   1   0  -2 1 1 1
    347   2   0  -2 1 1 1
    348   3   0  -2 1 1 1
    349   4   0  -2 1 1 1
    350   5   0  -2 1 1 1
    351   6   0  -2 1 1 1
    352   7   0  -2 1 1 1
    353   0   0  -1 1 1 1
    354   1   0  -1 1 1 1
    355   2   0  -1 1 1 1
    356   3   0  -1 1 1 1
    357   4   0  -1 1 1 1
    358   5   0  -1 1 1 1
    359   6   0  -1 1 1 1
    360   7   0  -1 1 1 1
    361   0   0   0 1 1 1
    362   1   0   0 1 1 1
    363   2   0   0 1 1 1
    364   3   0   0 1 1 1
    365   4   0   0 1 1 1
    366   5   0   0 1 1 1
    367   6   0   0 1 1 1
    368   7   0   0 1 1 1
    369   0   0   1 1 1 1
    370   1   0   1 1 1 1
    371   2   0   1 1 1 1
    372   3   0   1 1 1 1
    373   4   0   1 1 1 1
    374   5   0   1 1 1 1
    375   6   0   1 1 1 1
    376   7   0   1 1 1 1
    377   0   0   2 1 1 1
    378   1   0   2 1 1 1
    379   2   0   2 1 1 1
    380   3   0   2 1 1 1
    381   4   0   2 1 1 1
    382   5   0   2 1 1 1
    383   6   0   2 1 1 1
    384   7   0   2 1 1 1
    385   0   0   3 1 1 1
    386   1   0   3 1 1 1
    387   2   0   3 1 1 1
    388   3   0   3 1 1 1
    389   4   0   3 1 1 1
    390   5   0   3 1 1 1
    391   6   0   3 1 1 1
    392   7   0   3 1 1 1
    393   0   0   4 1 1 1
    394   1   0   4 1 1 1
    395   2   0   4 1 1 1
    396   3   0   4 1 1 1
    397   4   0   4 1 1 1
    398   5   0   4 1 1 1
    399   6   0   4 1 1 1
    400   7   0   4 1 1 1
    401   0   1  -5 1 1 1
    402   1   1  -5 1 1 1
    403   2   1  -5 1 1 1
    404   3   1  -5 1 1 1
    405   4   1  -5 1 1 1
    406   5   1  -5 1 1 1
    407   6   1  -5 1 1 1
    408   7   1  -5 1 1 1
    409   0   1  -4 1 1 1
    410   1   1  -4 1 1 1
    411   2   1  -4 1 1 1
    412   3   1  -4 1 1 1
    413   4   1  -4 1 1 1
    414   5   1  -4 1 1 1
    415   6   1  -4 1 1 1
    416   7   1  -4 1 1 1
    417   0   1  -3 1 1 1
    418   1   1  -3 1 1 1
    419   2   1  -3 1 1 1
    420   3   1  -3 1 1 1
    421   4   1  -3 1 1 1
    422   5   1  -3 1 1 1
    423   6   1  -3 1 1 1
    424   7   1  -3 1 1 1
    425   0   1  -2 1 1 1
    426   1   1  -2 1 1 1
    427   2   1  -2 1 1 1
    428   3   1  -2 1 1 1
    429   4   1  -2 1 1 1
    430   5   1  -2 1 1 1
    431   6   1  -2 1 1 1
    432   7   1  -2 1 1 1
    433   0   1  -1 1 1 1
    434   1   1  -1 1 1 1
    435   2   1  -1 1 1 1
    436   3   1  -1 1 1 1
    437   4   1  -1 1 1 1
    438   5   1  -1 1 1 1
    439   6   1  -1 1 1 1
    440   7   1  -1 1 1 1
    441   0   1   0 1 1 1
    442   1   1   0 1 1 1
    443   2   1   0 1 1 1
    444   3   1   0 1 1 1
    445   4   1   0 1 1 1
    446   5   1   0 1 1 1
    447   6   1   0 1 1 1
    448   7   1   0 1 1 1
    449   0   1   1 1 1 1
    450   1   1   1 1 1 1
    451   2   1   1 1 1 1
    452   3   1   1 1 1 1
    453   4   1   1 1 1 1
    454   5   1   1 1 1 1
    455   6   1   1 1 1 1
    456   7   1   1 1 1 1
    457   0   1   2 1 1 1
    458   1   1   2 1 1 1
    459   2   1   2 1 1 1
    460   3   1   2 1 1 1
    461   4   1   2 1 1 1
    462   5   1   2 1 1 1
    463   6   1   2 1 1 1
    464   7   1   2 1 1 1
    465   0   1   3 1 1 1
    466   1   1   3 1 1 1
    467   2   1   3 1 1 1
    468   3   1   3 1 1 1
    469   4   1   3 1 1 1
    470   5   1   3 1 1 1
    471   6   1   3 1 1 1
    472   7   1   3 1 1 1
    473   0   1   4 1 1 1
    474   1   1   4 1 1 1
    475   2   1   4 1 1 1
    476   3   1   4 1 1 1
    477   4   1   4 1 1 1
    478   5   1   4 1 1 1
    479   6   1   4 1 1 1
    480   7   1   4 1 1 1
    481   0   2  -4 1 1 1
    482   1   2  -4 1 1 1
    483   2   2  -4 1 1 1
    484   3   2  -4 1 1 1
    485   4   2  -4 1 1 1
    486   5   2  -4 1 1 1
    487   6   2  -4 1 1 1
    488   7   2  -4 1 1 1
    489   0   2  -3 1 1 1
    490   1   2  -3 1 1 1
    491   2   2  -3 1 1 1
    492   3   2  -3 1 1 1
    493   4   2  -3 1 1 1
    494   5   2  -3 1 1 1
    495   6   2  -3 1 1 1
    496   7   2  -3 1 1 1
    497   0   2  -2 1 1 1
    498   1   2  -2 1 1 1
    499   2   2  -2 1 1 1
    500   3   2  -2 1 1 1
    501   4   2  -2 1 1 1
    502   5   2  -2 1 1 1
    503   6   2  -2 1 1 1
    504   7   2  -2 1 1 1
    505   0   2  -1 1 1 1
    506   1   2  -1 1 1 1
    507   2   2  -1 1 1 1
    508   3   2  -1 1 1 1
    509   4   2  -1 1 1 1
    510   5   2  -1 1 1 1
    511   6   2  -1 1 1 1
    512   7   2  -1 1 1 1
    513   0   2   0 1 1 1
    514   1   2   0 1 1 1
    515   2   2   0 1 1 1
    516   3   2   0 1 1 1
    517   4   2   0 1 1 1
    518   5   2   0 1 1 1
    519   6   2   0 1 1 1
    520   7   2   0 1 1 1
    521   0   2   1 1 1 1
    522   1   2   1 1 1 1
    523   2   2   1 1 1 1
    524   3   2   1 1 1 1
    525   4   2   1 1 1 1
    526   5   2   1 1 1 1
    527   6   2   1 1 1 1
    528   7   2   1 1 1 1
    529   0   2   2 1 1 1
    530   1   2   2 1 1 1
    531   2   2   2 1 1 1
    532   3   2   2 1 1 1
    533   4   2   2 1 1 1
    534   5   2   2 1 1 1
    535   6   2   2 1 1 1
    536   7   2   2 1 1 1
    537   0   2   3 1 1 1
    538   1   2   3 1 1 1
    539   2   2   3 1 1 1
    540   3   2   3 1 1 1
    541   4   2   3 1 1 1
    542   5   2   3 1 1 1
    543   6   2   3 1 1 1
    544   7   2   3 1 1 1
    545   0   3  -4 1 1 1
    546   1   3  -4 1 1 1
    547   2   3  -4 1 1 1
    548   3   3  -4 1 1 1
    549   4   3  -4 1 1 1
    550   5   3  -4 1 1 1
    551   6   3  -4 1 1 1
    552   7   3  -4 1 1 1
    553   0   3  -3 1 1 1
    554   1   3  -3 1 1 1
    555   2   3  -3 1 1 1
    556   3   3  -3 1 1 1
    557   4   3  -3 1 1 1
    558   5   3  -3 1 1 1
    559   6   3  -3 1 1 1
    560   7   3  -3 1 1 1
    561   0   3  -2 1 1 1
    562   1   3  -2 1 1 1
    563   2   3  -2 1 1 1
    564   3   3  -2 1 1 1
    565   4   3  -2 1 1 1
    566   5   3  -2 1 1 1
    567   6   3  -2 1 1 1
    568   7   3  -2 1 1 1
    569   0   3  -1 1 1 1
    570   1   3  -1 1 1 1
    571   2   3  -1 1 1 1
    572   3   3  -1 1 1 1
    573   4   3  -1 1 1 1
    574   5   3  -1 1 1 1
    575   6   3  -1 1 1 1
    576   7   3  -1 1 1 1
    577   0   3   0 1 1 1
    578   1   3   0 1 1 1
    579   2   3   0 1 1 1
    580   3   3   0 1 1 1
    581   4   3   0 1 1 1
    582   5   3   0 1 1 1
    583   6   3   0 1 1 1
    584   7   3   0 1 1 1
    585   0   3   1 1 1 1
    586   1   3   1 1 1 1
    587   2   3   1 1 1 1
    588   3   3   1 1 1 1
    589   4   3   1 1 1 1
    590   5   3   1 1 1 1
    591   6   3   1 1 1 1
    592   7   3   1 1 1 1
    593   0   3   2 1 1 1
    594   1   3   2 1 1 1
    595   2   3   2 1 1 1
    596   3   3   2 1 1 1
    597   4   3   2 1 1 1
    598   5   3   2 1 1 1
    599   6   3   2 1 1 1
    600   7   3   2 1 1 1
    601   0   3   3 1 1 1
    602   1   3   3 1 1 1
    603   2   3   3 1 1 1
    604   3   3   3 1 1 1
    605   4   3   3 1 1 1
    606   5   3   3 1 1 1
    607   6   3   3 1 1 1
    608   7   3   3 1 1 1
    609   0   4  -2 1 1 1
    610   1   4  -2 1 1 1
    611   2   4  -2 1 1 1
    612   3   4  -2 1 1 1
    613   4   4  -2 1 1 1
    614   5   4  -2 1 1 1
    615   6   4  -2 1 1 1
    616   7   4  -2 1 1 1
    617   0   4  -1 1 1 1
    618   1   4  -1 1 1 1
    619   2   4  -1 1 1 1
    620   3   4  -1 1 1 1
    621   4   4  -1 1 1 1
    622   5   4  -1 1 1 1
    623   6   4  -1 1 1 1
    624   7   4  -1 1 1 1
    625   0   4   0 1 1 1
    626   1   4   0 1 1 1
    627   2   4   0 1 1 1
    628   3   4   0 1 1 1
    629   4   4   0 1 1 1
    630   5   4   0 1 1 1
    631   6   4   0 1 1 1
    632   7   4   0 1 1 1
    633   0   4   1 1 1 1
    634   1   4   1 1 1 1
    635   2   4   1 1 1 1
    636   3   4   1 1 1 1
    637   4   4   1 1 1 1
    638   5   4   1 1 1 1
    639   6   4   1 1 1 1
    640   7   4   1 1 1 1
    641 -10  -8  -8 2 2 2
    642 -10  -8  -7 2 2 2
    643 -10  -8  -6 2 2 2
    644 -10  -8  -5 2 2 2
    645 -10  -8  -4 2 2 2
    646 -10  -8  -3 2 2 2
    647 -10  -8  -2 2 2 2
    648 -10  -8  -1 2 2 2
    649 -10  -8   0 2 2 2
    650 -10  -8   1 2 2 2
    651 -10  -8   2 2 2 2
    652 -10  -8   3 2 2 2
    653 -10  -8   4 2 2 2
    654 -10  -8   5 2 2 2
    655 -10  -8   6 2 2 2
    656 -10  -8   7 2 2 2
    657 -10  -7  -8 2 2 2
    658 -10  -7  -7 2 2 2
    659 -10  -7  -6 2 2 2
    660 -10  -7  -5 2 2 2
    661 -10  -7  -4 2 2 2
    662 -10  -7  -3 2 2 2
    663 -10  -7  -2 2 2 2
    664 -10  -7  -1 2 2 2
    665 -10  -7   0 2 2 2
    666 -10  -7   1 2 2 2
    667 -10  -7   2 2 2 2
    668 -10  -7   3 2 2 2
    669 -10  -7   4 2 2 2
    670 -10  -7   5 2 2 2
    671 -10  -7   6 2 2 2
    672 -10  -7   7 2 2 2
    673 -10  -6  -8 2 2 2
    674 -10  -6  -7 2 2 2
    675 -10  -6  -6 2 2 2
    676 -10  -6  -5 2 2 2
    677 -10  -6  -4 2 2 2
    678 -10  -6  -3 2 2 2
    679 -10  -6  -2 2 2 2
    680 -10  -6  -1 2 2 2
    681 -10  -6   0 2 2 2
    682 -10  -6   1 2 2 2
    683 -10  -6   2 2 2 2
    684 -10  -6   3 2 2 2
    685 -10  -6   4 2 2 2
    686 -10  -6   5 2 2 2
    687 -10  -6   6 2 2 2
    688 -10  -6   7 2 2 2
    689 -10  -5  -8 2 2 2
    690 -10  -5  -7 2 2 2
    691 -10  -5  -6 2 2 2
    692 -10  -5  -5 2 2 2
    693 -10  -5  -4 2 2 2
    694 -10  -5  -3 2 2 2
    695 -10  -5  -2 2 2 2
    696 -10  -5  -1 2 2 2
    697 -10  -5   0 2 2 2
    698 -10  -5   1 2 2 2
    699 -10  -5   2 2 2 2
    700 -10  -5   3 2 2 2
    701 -10  -5   4 2 2 2
    702 -10  -5   5 2 2 2
    703 -10  -5   6 2 2 2
    704 -10  -5   7 2 2 2
    705 -10  -4  -8 2 2 2
    706 -10  -4  -7 2 2 2
    707 -10  -4  -6 2 2 2
    708 -10  -4  -5 2 2 2
    709 -10  -4  -4 2 2 2
    710 -10  -4  -3 2 2 2
    711 -10  -4  -2 2 2 2
    712 -10  -4  -1 2 2 2
    713 -10  -4   0 2 2 2
    714 -10  -4   1 2 2 2
    715 -10  -4   2 2 2 2
    716 -10  -4   3 2 2 2
    717 -10  -4   4 2 2 2
    718 -10  -4   5 2 2 2
    719 -10  -4   6 2 2 2
    720 -10  -4   7 2 2 2
    721 -10  -3  -8 2 2 2
    722 -10  -3  -7 2 2 2
    723 -10  -3  -6 2 2 2
    724 -10  -3  -5 2 2 2
    725 -10  -3  -4 2 2 2
    726 -10  -3  -3 2 2 2
    727 -10  -3  -2 2 2 2
    728 -10  -3  -1 2 2 2
    729 -10  -3   0 2 2 2
    730 -10  -3   1 2 2 2
    731 -10  -3   2 2 2 2
    732 -10  -3   3 2 2 2
    733 -10  -3   4 2 2 2
    734 -10  -3   5 2 2 2
    735 -10  -3   6 2 2 2
    736 -10  -3   7 2 2 2
    737 -10  -2  -8 2 2 2
    738 -10  -2  -7 2 2 2
    739 -10  -2  -6 2 2 2
    740 -10  -2  -5 2 2 2
    741 -10  -2  -4 2 2 2
    742 -10  -2  -3 2 2 2
    743 -10  -2  -2 2 2 2
    744 -10  -2  -1 2 2 2
    745 -10  -2   0 2 2 2
    746 -10  -2   1 2 2 2
    747 -10  -2   2 2 2 2
    748 -10  -2   3 2 2 2
    749 -10  -2   4 2 2 2
    750 -10  -2   5 2 2 2
    751 -10  -2   6 2 2 2
    752 -10  -2   7 2 2 2
    753 -10  -1  -8 2 2 2
    754 -10  -1  -7 2 2 2
    755 -10  -1  -6 2 2 2
    756 -10  -1  -5 2 2 2
    757 -10  -1  -4 2 2 2
    758 -10  -1  -3 2 2 2
    759 -10  -1  -2 2 2 2
    760 -10  -1  -1 2 2 2
    761 -10  -1   0 2 2 2
    762 -10  -1   1 2 2 2
    763 -10  -1   2 2 2 2
    764 -10  -1   3 2 2 2
    765 -10  -1   4 2 2 2
    766 -10  -1   5 2 2 2
    767 -10  -1   6 2 2 2
    768 -10  -1   7 2 2 2
    769 -10   0  -8 2 2 2
    770 -10   0  -7 2 2 2
    771 -10   0  -6 2 2 2
    772 -10   0  -5 2 2 2
    773 -10   0  -4 2 2 2
    774 -10   0  -3 2 2 2
    775 -10   0  -2 2 2 2
    776 -10   0  -1 2 2 2
    777 -10   0   0 2 2 2
    778 -10   0   1 2 2 2
    779 -10   0   2 2 2 2
    780 -10   0   3 2 2 2
    781 -10   0   4 2 2 2
    782 -10   0   5 2 2 2
    783 -10   0   6 2 2 2
    784 -10   0   7 2 2 2
    785 -10   1  -8 2 2 2
    786 -10   1  -7 2 2 2
    787 -10   1  -6 2 2 2
    788 -10   1  -5 2 2 2
    789 -10   1  -4 2 2 2
    790 -10   1  -3 2 2 2
    791 -10   1  -2 2 2 2
    792 -10   1  -1 2 2 2
    793 -10   1   0 2 2 2
    794 -10   1   1 2 2 2
    795 -10   1   2 2 2 2
    796 -10   1   3 2 2 2
    797 -10   1   4 2 2 2
    798 -10   1   5 2 2 2
    799 -10   1   6 2 2 2
    800 -10   1   7 2 2 2
    801 -10   2  -8 2 2 2
    802 -10   2  -7 2 2 2
    803 -10   2  -6 2 2 2
    804 -10   2  -5 2 2 2
    805 -10   2  -4 2 2 2
    806 -10   2  -3 2 2 2
    807 -10   2  -2 2 2 2
    808 -10   2  -1 2 2 2
    809 -10   2   0 2 2 2
    810 -10   2   1 2 2 2
    811 -10   2   2 2 2 2
    812 -10   2   3 2 2 2
    813 -10   2   4 2 2 2
    814 -10   2   5 2 2 2
    815 -10   2   6 2 2 2
    816 -10   2   7 2 2 2
    817 -10   3  -8 2 2 2
    818 -10   3  -7 2 2 2
    819 -10   3  -6 2 2 2
    820 -10   3  -5 2 2 2
    821 -10   3  -4 2 2 2
    822 -10   3  -3 2 2 2
    823 -10   3  -2 2 2 2
    824 -10   3  -1 2 2 2
    825 -10   3   0 2 2 2
    826 -10   3   1 2 2 2
    827 -10   3   2 2 2 2
    828 -10   3   3 2 2 2
    829 -10   3   4 2 2 2
    830 -10   3   5 2 2 2
    831 -10   3   6 2 2 2
    832 -10   3   7 2 2 2
    833 -10   4  -8 2 2 2
    834 -10   4  -7 2 2 2
    835 -10   4  -6 2 2 2
    836 -10   4  -5 2 2 2
    837 -10   4  -4 2 2 2
    838 -10   4  -3 2 2 2
    839 -10   4  -2 2 2 2
    840 -10   4  -1 2 2 2
    841 -10   4   0 2 2 2
    842 -10   4   1 2 2 2
    843 -10   4   2 2 2 2
    844 -10   4   3 2 2 2
    845 -10   4   4 2 2 2
